REFERENCIA_ORDENADA,COD_ACERVO,SEMESTRE,PERIODO,ANO,VOLUME,TIPO_BIBLIOGRAFIA,COD_DISCIPLINA,DESC_DISCIPLINA,CODIGO_DEPARTAMENTO,SEQ_PROGRAMA,NOME_DEPARTAMENTO,COD_BIBLIOTECA,RESPONSAVEL,AQU_ITEM,VAGAS,QTDE_EMP,DESC_BIBLIOTECA,QTDE_EXE,VAGAS_EXE,CONCEITO
"LEICK, Gwendolyn. Mesopotâmia ¿ a invenção da cidade.  Rio de Janeiro: Imago, 2004. ",-4939,2,1,2013,,Complementar**,GCH363,História Antiga I,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"LÉVÊQUE, Pierre. As primeiras civilizações.  Lisboa: Edições 70, 1990. ",-4940,2,1,2013,,Complementar**,GCH363,História Antiga I,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"MARSHALL, Francisco. Édipo tirano: a tragédia do saber.  Brasília-Porto Alegre: UnB-UFRGS, 2000. ",-4954,2,1,2013,,Complementar**,GCH363,História Antiga I,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"PARENTI, Michael. O assassinato de Júlio César: uma história popular da Roma antiga.  Rio de Janeiro: Record, 2005. ",-4955,2,1,2013,,Complementar**,GCH363,História Antiga I,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"SALLES, Catherine. Nos submundos da antiguidade.  São Paulo: Brasiliense, 1987. ",-4941,2,1,2013,,Complementar**,GCH363,História Antiga I,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"SALLES, Catherine. Nos submundos da antiguidade.  São Paulo: Brasiliense, 1987. ",-4956,2,1,2013,,Complementar**,GCH363,História Antiga I,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"SCARPARI, Mauricio. A China antiga.  Barcelona: Folio, 2006. ",-4943,2,1,2013,,Complementar**,GCH363,História Antiga I,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"STRAUSS, Barry. A batalha de Salamina: o combate naval que salvou a Grécia e a civilização ocidental.  Rio de Janeiro: Record, 2007. ",-4957,2,1,2013,,Complementar**,GCH363,História Antiga I,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"TRABULSI, José Antonio Dabdab. Ensaio sobre a mobilização política na Grécia Antiga.  Belo Horizonte: Editora da UFMG, 2001. ",-4959,2,1,2013,,Complementar**,GCH363,História Antiga I,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"TRIGGER, Bruce. Grécia e Roma.  São Paulo: Contexto, 2001. ",-4947,2,1,2013,,Complementar**,GCH363,História Antiga I,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"TRIGGER, Bruce. Historia del Egipto Antiguo.  Barcelona: Crítica, 1997. ",-4945,2,1,2013,,Complementar**,GCH363,História Antiga I,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"VERNANT, Jean-Pierre. Mito e pensamento entre os gregos: estudo de psicologia histórica.  Rio de Janeiro: Paz e Terra, 1990. ",-4960,2,1,2013,,Complementar**,GCH363,História Antiga I,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"VEYNE, Paul. Acreditaram os gregos nos seus mitos? Lisboa: Edições 70, 1987. ",-4962,2,1,2013,,Complementar**,GCH363,História Antiga I,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"VIDAL-NAQUET, Pierre. O mundo de Homero.  São Paulo: Companhia das Letras, 2002. ",-4963,2,1,2013,,Complementar**,GCH363,História Antiga I,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"CARDOSO, Ciro. Uma introdução à História.  São Paulo: Brasiliense, 1986. ",-4913,2,1,2013,,Complementar**,GCH362,Introdução aos Estudos Históricos ,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"GUAZZELLI, Cesar. Questões de teoria e metodologia da História.  Porto Alegre: UFRGS, 2000. ",-4914,2,1,2013,,Complementar**,GCH362,Introdução aos Estudos Históricos ,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"MATTOS, Marcelo Badaró. História: pensar & fazer.  Rio de Janeiro: Laboratório Dimensões da História, 1998. ",-4915,2,1,2013,,Complementar**,GCH362,Introdução aos Estudos Históricos ,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"VILAR, Pierre. Iniciación al vocabulario del análisis histórico.  Barcelona: Crítica, 1999. ",-4916,2,1,2013,,Complementar**,GCH362,Introdução aos Estudos Históricos ,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"ANTUNES, I. Análise de Textos: fundamentos e práticas.  São Paulo: Parábola, 2010. ",-4978,2,1,2013,,B¿sica**,GLA104,Produção Textual Acadêmica,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"CITELLI, Adilson. O texto argumentativo.  São Paulo: Scipione, 1994. ",-4979,2,1,2013,,B¿sica**,GLA104,Produção Textual Acadêmica,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"MARCUSCHI, L. A. Produção textual, análise de gêneros e compreensão.  São Paulo: Parábola Editorial, 2008. ",-4980,2,1,2013,,B¿sica**,GLA104,Produção Textual Acadêmica,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"KOCH, Ingedore V., ELIAS, V. M. Ler e escrever: estratégias de produção textual.  São Paulo: Contexto, 2009. ",-4981,2,1,2013,,Complementar**,GLA104,Produção Textual Acadêmica,1721,1721201321,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"FREIRE, Cristina. Além dos mapas: os monumentos no imaginário urbano contemporâneo.  São Paulo: SESC, 1997. ",-7795,2,10,2013,,B¿sica**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"HUYSSEN, Andreas. Seduzidos pela memória: arquitetura, monumentos, mídia.  2. ed. Rio de Janeiro: Aeroplano, 2004. ",-7797,2,10,2013,,B¿sica**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"JEUDY, Henri-Pierre. Espelho das cidades.  Rio de Janeiro: Casa da Palavra, 2005. ",-7798,2,10,2013,,B¿sica**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"SENNET, Richard. Carne e pedra: o corpo e a cidade na civilização ocidental Tradução de Marcos Aarão Reis. . Rio de Janeiro: Record, 1997. ",-7800,2,10,2013,,B¿sica**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"SOUZA, Celia Ferraz de; PESAVENTO, Sandra Jatahy. Imagens urbanas: os diversos olhares na formação do imaginário urbano.  Porto Alegre: Ed. da UFRGS, 1997. ",-7803,2,10,2013,,B¿sica**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"ARGAN, Giulio C. História da Arte como História da Cidade.  São Paulo: Martins Fontes, 1992. ",-7805,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"ARRUDA, Gilmar. Cidades e Sertões: entre a história e memória.  Bauru: EDUSC, 2000. ",-7813,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"BIDOU-ZHACHARIASEN, Catherine (Coord.). De volta à cidade: dos processos de gentrificação às políticas de revitalização dos centros urbanos.  São Paulo: Annnablume, 2006. ",-7817,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"BRESCIANI, Maria Stella Martins; DEPAULE, Jean-Charles. Palavras da cidade.  1. ed. Porto Alegre: Ed. Universidade UFRGS, 2001. ",-7818,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"BRESCIANI, Maria Stella Martins. Imagens da cidade: Séculos XIX e XX.  São Paulo. ANPUH; Marco Zero: FAPESP, 1994. ",-7819,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"BRESCIANI, Maria Stella Martins. Londres e Paris no século XIX: o espetáculo da pobreza.  São Paulo-SP: Brasiliense, 1982. ",-7821,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"CARLOS, Ana Fani Alessandri. Espaço-tempo na metrópole: a fragmentação da vida cotidiana.  São Paulo: Contexto, 2001. ",-7824,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"CHALHOUB, Sidney. Cidade febril.  São Paulo: Companhia das Letras, 1997. ",-7827,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"CHOAY, Françoise. Urbanismo, utopias e realidade.  São Paulo: Perspectiva, 1970. ",-7828,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"FLORES, Maria Bernadete Ramos; CAMPOS, Emerson César de. Carrosséis urbanos: da racionalidade moderna ao pluralismo temático (ou territorialidades contemporâneas).  53. São Paulo: Rev. Bras. Hist., 2007 Jan./Jun.. ",-7842,2,10,2013,27,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"GUATARRI, Félix; ROLNIK, Sueli. Micropolítica: Cartografia do desejo.  Petrópolis: Vozes, 1993. ",-7843,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"HUYSSEN, Andréas. Memórias do modernismo.  Rio de Janeiro: UFRJ, 1996. ",-7855,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"JACQUES, P. B. (Org.). Apologia da Deriva - escritos situacionistas sobre a cidade.  Rio de Janeiro: Casa da Palavra, 2003. ",-7851,2,10,2013,1,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"JACQUES, Paola Berenstein. Estética da ginga: a arquitetura das favelas através da obra de Hélio Oiticica.  Rio de Janeiro: Casa da Palavra, 2001. ",-7853,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"LATOUCHE, Serge. A ocidentalização do mundo: ensaio sobre a significação, o alcance e os limites da universalização planetária Tradução de Celso Mauro Paciornik. Petrópolis: Vozes, 1994. ",-7858,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"LINS, Daniel (Org.). Cultura e Subjetividade: saberes nômades.  Campinas: Papirus, 1997. ",-7871,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"ORLANDI, Eni Puccinelli. Cidade atravessada: os sentidos públicos no espaço urbano.  Campinas: Pontes, 2001. ",-7862,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"PESAVENTO, Sandra Jatahy. O imaginário da cidade: visões literárias do urbano: Paris, Rio de Janeiro, Porto Alegre.  Porto Alegre: Ed. Universidade/UFRGS, 1999. ",-7866,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"ROLNIK, R. O que é cidade.  2. ed. São Paulo: Brasiliense, 1989. ",-7868,2,10,2013,,Complementar**,GCH456,Cidade: História e Memória ,1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"FLORES, Maria Bernardete Ramos. Tecnologia e estética do racismo: ciência e arte na política da beleza.  Chapecó: Argos, 2007. ",-7959,2,10,2013,,B¿sica**,GCH439,"Corpo, sexualidade e nação",1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"LOURO, Guacira Lopes. O corpo educado: pedagogias da sexualidade.  Belo Horizonte: Autêntica, 2000. ",-7967,2,10,2013,,B¿sica**,GCH439,"Corpo, sexualidade e nação",1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"SILVA, Tomaz Tadeu da. Antropologia do ciborgue ¿ as vertigens do pós-humano.  Belo horizonte: Autêntica, 2000. ",-7969,2,10,2013,,B¿sica**,GCH439,"Corpo, sexualidade e nação",1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"BEAUVOIR, Simone de. O segundo sexo.  Rio de Janeiro: Nova Fronteira, 1987. ",-7974,2,10,2013,,Complementar**,GCH439,"Corpo, sexualidade e nação",1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"BENTO, Berenice. A reinvenção do corpo.  Rio de Janeiro: Garamond, 2006. ",-7979,2,10,2013,,Complementar**,GCH439,"Corpo, sexualidade e nação",1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"BOLTANSKI, Luc. As classes sociais e o corpo.  3. Rio de Janeiro: Graal, 1989. ",-7976,2,10,2013,,Complementar**,GCH439,"Corpo, sexualidade e nação",1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"BORDO, Susan; JAGGAR, Alison. Gênero, corpo e conhecimento.  Rio de Janeiro: Rosa dos Tempos, 1997. ",-7980,2,10,2013,,Complementar**,GCH439,"Corpo, sexualidade e nação",1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"CANGUILHEM, Georges. O normal e o patológico.  Rio de Janeiro: Forense Universitária, 2000. ",-7981,2,10,2013,,Complementar**,GCH439,"Corpo, sexualidade e nação",1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"CAULFIELD, Sueann. Em defesa da honra: moralidade, modernidade e nação no Rio de Janeiro, 1918-1940..  Campinas: Ed. da UNICAMP, 2000. ",-7986,2,10,2013,,Complementar**,GCH439,"Corpo, sexualidade e nação",1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"COHEN, Jeffrey Jerome. Pedagogia dos monstros: os prazeres e os perigos da confusão de fronteiras.  Belo Horizonte: Autêntica, 2000. ",-7989,2,10,2013,,Complementar**,GCH439,"Corpo, sexualidade e nação",1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
"COSTA, Jurandir Freire. A face e o verso.  São Paulo: Escuta, 1995. ",-7984,2,10,2013,,Complementar**,GCH439,"Corpo, sexualidade e nação",1721,17212013210,LICENCIATURA EM HISTÓRIA - NOTURNO,1,,,50,0,Biblioteca Chapecó,0,,
